Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       1/7           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> >, int (customer::*)(), customer*&>(int (customer::*&&)(), customer*&) [224]
                0.00    0.00       1/7           std::tuple<int (customer::*)(), customer*>::tuple<int (customer::*)(), customer*&, true>(int (customer::*&&)(), customer*&) [220]
                0.00    0.00       1/7           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> > >::_State_impl<int (customer::*)(), customer*&>(int (customer::*&&)(), customer*&) [222]
                0.00    0.00       1/7           std::_Tuple_impl<0ul, int (customer::*)(), customer*>::_Tuple_impl<int (customer::*)(), customer*&, void>(int (customer::*&&)(), customer*&) [180]
                0.00    0.00       1/7           std::_Head_base<0ul, int (customer::*)(), false>::_Head_base<int (customer::*)()>(int (customer::*&&)()) [172]
                0.00    0.00       1/7           std::__invoke_result<int (customer::*)(), customer*>::type std::__invoke<int (customer::*)(), customer*>(int (customer::*&&)(), customer*&&) [297]
[25]     0.0    0.00    0.00       7         int (customer::*&&std::forward<int (customer::*)()>(std::remove_reference<int (customer::*)()>::type&))() [25]
-----------------------------------------------
                0.00    0.00       1/7           std::thread::thread<int (customer::*)(), customer*&, void>(int (customer::*&&)(), customer*&) [228]
                0.00    0.00       1/7           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> > std::thread::_S_make_state<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> >, int (customer::*)(), customer*&>(int (customer::*&&)(), customer*&) [224]
                0.00    0.00       1/7           std::tuple<int (customer::*)(), customer*>::tuple<int (customer::*)(), customer*&, true>(int (customer::*&&)(), customer*&) [220]
                0.00    0.00       1/7           std::thread::_State_impl<std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> > >::_State_impl<int (customer::*)(), customer*&>(int (customer::*&&)(), customer*&) [222]
                0.00    0.00       1/7           std::_Tuple_impl<0ul, int (customer::*)(), customer*>::_Tuple_impl<int (customer::*)(), customer*&, void>(int (customer::*&&)(), customer*&) [180]
                0.00    0.00       1/7           std::_Tuple_impl<1ul, customer*>::_Tuple_impl<customer*&>(customer*&) [183]
                0.00    0.00       1/7           std::_Head_base<1ul, customer*, false>::_Head_base<customer*&>(customer*&) [175]
[26]     0.0    0.00    0.00       7         customer*& std::forward<customer*&>(std::remove_reference<customer*&>::type&) [26]
-----------------------------------------------
                0.00    0.00       1/7           customer_list_to_file() [105]
                0.00    0.00       1/7           customer_file_to_list() [104]
                0.00    0.00       1/7           product_list_to_file() [103]
                0.00    0.00       1/7           product_file_to_list() [102]
                0.00    0.00       1/7           transaction_list_to_file() [109]
                0.00    0.00       1/7           supplier_list_to_file() [107]
                0.00    0.00       1/7           supplier_file_to_list() [106]
[27]     0.0    0.00    0.00       7         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [27]
-----------------------------------------------
                0.00    0.00       1/6           customer_corner() [100]
                0.00    0.00       1/6           customer::register_customer() [126]
                0.00    0.00       1/6           customer_file_to_list() [104]
                0.00    0.00       1/6           Admin::Admin() [120]
                0.00    0.00       2/6           customer::login_customer() [125]
[28]     0.0    0.00    0.00       6         customer::customer() [28]
-----------------------------------------------
                0.00    0.00       1/6           customer_corner() [100]
                0.00    0.00       1/6           customer::register_customer() [126]
                0.00    0.00       1/6           customer_list_to_file() [105]
                0.00    0.00       1/6           customer_file_to_list() [104]
                0.00    0.00       1/6           void __gnu_cxx::new_allocator<std::_List_node<customer> >::destroy<customer>(customer*) [145]
                0.00    0.00       1/6           Admin::~Admin() [319]
[29]     0.0    0.00    0.00       6         customer::~customer() [29]
-----------------------------------------------
                0.00    0.00       6/6           std::_List_node<supplier>::_M_valptr() [32]
[30]     0.0    0.00    0.00       6         __gnu_cxx::__aligned_membuf<supplier>::_M_ptr() [30]
                0.00    0.00       6/6           __gnu_cxx::__aligned_membuf<supplier>::_M_addr() [31]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__aligned_membuf<supplier>::_M_ptr() [30]
[31]     0.0    0.00    0.00       6         __gnu_cxx::__aligned_membuf<supplier>::_M_addr() [31]
-----------------------------------------------
                0.00    0.00       1/6           std::__cxx11::_List_base<supplier, std::allocator<supplier> >::_M_clear() [259]
                0.00    0.00       1/6           std::_List_node<supplier>* std::__cxx11::list<supplier, std::allocator<supplier> >::_M_create_node<supplier const&>(supplier const&) [276]
                0.00    0.00       4/6           std::_List_iterator<supplier>::operator->() const [40]
[32]     0.0    0.00    0.00       6         std::_List_node<supplier>::_M_valptr() [32]
                0.00    0.00       6/6           __gnu_cxx::__aligned_membuf<supplier>::_M_ptr() [30]
-----------------------------------------------
                0.00    0.00       2/6           std::__cxx11::list<transaction, std::allocator<transaction> >::begin() [90]
                0.00    0.00       4/6           std::__cxx11::list<transaction, std::allocator<transaction> >::end() [43]
[33]     0.0    0.00    0.00       6         std::_List_iterator<transaction>::_List_iterator(std::__detail::_List_node_base*) [33]
-----------------------------------------------
                0.00    0.00       1/6           customer::place_order() [124]
                0.00    0.00       1/6           supplier::add_product() [127]
                0.00    0.00       2/6           Admin::top_three_product() [119]
                0.00    0.00       2/6           product_list_to_file() [103]
[34]     0.0    0.00    0.00       6         std::operator!=(std::_List_iterator<product> const&, std::_List_iterator<product> const&) [34]
-----------------------------------------------
                0.00    0.00       1/5           supplier::login_supplier() [128]
                0.00    0.00       1/5           supplier::register_supplier() [130]
                0.00    0.00       1/5           std::__cxx11::list<supplier, std::allocator<supplier> >::push_back(supplier const&) [278]
                0.00    0.00       2/5           supplier_list_to_file() [107]
[35]     0.0    0.00    0.00       5         std::__cxx11::list<supplier, std::allocator<supplier> >::end() [35]
                0.00    0.00       5/8           std::_List_iterator<supplier>::_List_iterator(std::__detail::_List_node_base*) [19]
-----------------------------------------------
                0.00    0.00       2/4           supplier::login_supplier() [128]
                0.00    0.00       2/4           customer::login_customer() [125]
[36]     0.0    0.00    0.00       4         validations::take_choice() [36]
                0.00    0.00       4/14          validations::check_digit(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [13]
                0.00    0.00       4/23          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [9]
-----------------------------------------------
                0.00    0.00       1/4           supplier_corner() [101]
                0.00    0.00       1/4           supplier::register_supplier() [130]
                0.00    0.00       1/4           supplier_file_to_list() [106]
                0.00    0.00       1/4           Admin::Admin() [120]
[37]     0.0    0.00    0.00       4         supplier::supplier() [37]
-----------------------------------------------
                0.00    0.00       1/4           supplier_corner() [101]
                0.00    0.00       1/4           supplier_file_to_list() [106]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<supplier> >::destroy<supplier>(supplier*) [151]
                0.00    0.00       1/4           Admin::~Admin() [319]
[38]     0.0    0.00    0.00       4         supplier::~supplier() [38]
-----------------------------------------------
                0.00    0.00       4/4           customer::login_customer() [125]
[39]     0.0    0.00    0.00       4         std::_List_iterator<customer>::operator->() const [39]
                0.00    0.00       4/7           std::_List_node<customer>::_M_valptr() [22]
-----------------------------------------------
                0.00    0.00       4/4           supplier::login_supplier() [128]
[40]     0.0    0.00    0.00       4         std::_List_iterator<supplier>::operator->() const [40]
                0.00    0.00       4/6           std::_List_node<supplier>::_M_valptr() [32]
-----------------------------------------------
                0.00    0.00       1/4           customer::place_order() [124]
                0.00    0.00       1/4           supplier::add_product() [127]
                0.00    0.00       1/4           Admin::top_three_product() [119]
                0.00    0.00       1/4           product_list_to_file() [103]
[41]     0.0    0.00    0.00       4         std::__cxx11::list<product, std::allocator<product> >::empty() const [41]
-----------------------------------------------
                0.00    0.00       1/4           supplier::login_supplier() [128]
                0.00    0.00       1/4           supplier::register_supplier() [130]
                0.00    0.00       1/4           supplier::add_product() [127]
                0.00    0.00       1/4           supplier_list_to_file() [107]
[42]     0.0    0.00    0.00       4         std::__cxx11::list<supplier, std::allocator<supplier> >::empty() const [42]
-----------------------------------------------
                0.00    0.00       1/4           transaction::generate_bill(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, int, int) [113]
                0.00    0.00       1/4           std::__cxx11::list<transaction, std::allocator<transaction> >::push_back(transaction const&) [264]
                0.00    0.00       2/4           transaction_list_to_file() [109]
[43]     0.0    0.00    0.00       4         std::__cxx11::list<transaction, std::allocator<transaction> >::end() [43]
                0.00    0.00       4/6           std::_List_iterator<transaction>::_List_iterator(std::__detail::_List_node_base*) [33]
-----------------------------------------------
                0.00    0.00       1/4           customer::place_order() [124]
                0.00    0.00       1/4           supplier::add_product() [127]
                0.00    0.00       1/4           Admin::top_three_product() [119]
                0.00    0.00       1/4           product_list_to_file() [103]
[44]     0.0    0.00    0.00       4         std::__cxx11::list<product, std::allocator<product> >::begin() [44]
                0.00    0.00       4/11          std::_List_iterator<product>::_List_iterator(std::__detail::_List_node_base*) [18]
-----------------------------------------------
                0.00    0.00       1/4           customer::login_customer() [125]
                0.00    0.00       1/4           customer::register_customer() [126]
                0.00    0.00       1/4           customer_list_to_file() [105]
                0.00    0.00       1/4           std::__cxx11::list<customer, std::allocator<customer> >::push_back(customer const&) [274]
[45]     0.0    0.00    0.00       4         std::__cxx11::list<customer, std::allocator<customer> >::end() [45]
                0.00    0.00       4/7           std::_List_iterator<customer>::_List_iterator(std::__detail::_List_node_base*) [23]
-----------------------------------------------
                0.00    0.00       4/4           std::__detail::_List_node_header::_List_node_header() [47]
[46]     0.0    0.00    0.00       4         std::__detail::_List_node_header::_M_init() [46]
-----------------------------------------------
                0.00    0.00       1/4           std::__cxx11::_List_base<product, std::allocator<product> >::_List_impl::_List_impl() [238]
                0.00    0.00       1/4           std::__cxx11::_List_base<supplier, std::allocator<supplier> >::_List_impl::_List_impl() [254]
                0.00    0.00       1/4           std::__cxx11::_List_base<customer, std::allocator<customer> >::_List_impl::_List_impl() [246]
                0.00    0.00       1/4           std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_List_impl::_List_impl() [230]
[47]     0.0    0.00    0.00       4         std::__detail::_List_node_header::_List_node_header() [47]
                0.00    0.00       4/4           std::__detail::_List_node_header::_M_init() [46]
-----------------------------------------------
                0.00    0.00       1/4           void std::__cxx11::list<transaction, std::allocator<transaction> >::_M_insert<transaction const&>(std::_List_iterator<transaction>, transaction const&) [263]
                0.00    0.00       1/4           std::_List_node<transaction>* std::__cxx11::list<transaction, std::allocator<transaction> >::_M_create_node<transaction const&>(transaction const&) [262]
                0.00    0.00       1/4           void std::allocator_traits<std::allocator<std::_List_node<transaction> > >::construct<transaction, transaction const&>(std::allocator<std::_List_node<transaction> >&, transaction*, transaction const&) [205]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<transaction> >::construct<transaction, transaction const&>(transaction*, transaction const&) [135]
[48]     0.0    0.00    0.00       4         transaction const& std::forward<transaction const&>(std::remove_reference<transaction const&>::type&) [48]
-----------------------------------------------
                0.00    0.00       1/4           void std::__cxx11::list<product, std::allocator<product> >::_M_insert<product const&>(std::_List_iterator<product>, product const&) [269]
                0.00    0.00       1/4           std::_List_node<product>* std::__cxx11::list<product, std::allocator<product> >::_M_create_node<product const&>(product const&) [266]
                0.00    0.00       1/4           void std::allocator_traits<std::allocator<std::_List_node<product> > >::construct<product, product const&>(std::allocator<std::_List_node<product> >&, product*, product const&) [209]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<product> >::construct<product, product const&>(product*, product const&) [141]
[49]     0.0    0.00    0.00       4         product const& std::forward<product const&>(std::remove_reference<product const&>::type&) [49]
-----------------------------------------------
                0.00    0.00       1/4           void std::__cxx11::list<customer, std::allocator<customer> >::_M_insert<customer const&>(std::_List_iterator<customer>, customer const&) [273]
                0.00    0.00       1/4           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [272]
                0.00    0.00       1/4           void std::allocator_traits<std::allocator<std::_List_node<customer> > >::construct<customer, customer const&>(std::allocator<std::_List_node<customer> >&, customer*, customer const&) [213]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&) [147]
[50]     0.0    0.00    0.00       4         customer const& std::forward<customer const&>(std::remove_reference<customer const&>::type&) [50]
-----------------------------------------------
                0.00    0.00       1/4           void std::__cxx11::list<supplier, std::allocator<supplier> >::_M_insert<supplier const&>(std::_List_iterator<supplier>, supplier const&) [277]
                0.00    0.00       1/4           std::_List_node<supplier>* std::__cxx11::list<supplier, std::allocator<supplier> >::_M_create_node<supplier const&>(supplier const&) [276]
                0.00    0.00       1/4           void std::allocator_traits<std::allocator<std::_List_node<supplier> > >::construct<supplier, supplier const&>(std::allocator<std::_List_node<supplier> >&, supplier*, supplier const&) [217]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<supplier> >::construct<supplier, supplier const&>(supplier*, supplier const&) [153]
[51]     0.0    0.00    0.00       4         supplier const& std::forward<supplier const&>(std::remove_reference<supplier const&>::type&) [51]
-----------------------------------------------
                0.00    0.00       1/4           customer::login_customer() [125]
                0.00    0.00       1/4           customer::register_customer() [126]
                0.00    0.00       2/4           customer_list_to_file() [105]
[52]     0.0    0.00    0.00       4         std::operator!=(std::_List_iterator<customer> const&, std::_List_iterator<customer> const&) [52]
-----------------------------------------------
                0.00    0.00       1/4           supplier::login_supplier() [128]
                0.00    0.00       1/4           supplier::register_supplier() [130]
                0.00    0.00       2/4           supplier_list_to_file() [107]
[53]     0.0    0.00    0.00       4         std::operator!=(std::_List_iterator<supplier> const&, std::_List_iterator<supplier> const&) [53]
-----------------------------------------------
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&) [147]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<transaction> >::construct<transaction, transaction const&>(transaction*, transaction const&) [135]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<supplier> >::construct<supplier, supplier const&>(supplier*, supplier const&) [153]
                0.00    0.00       1/4           void __gnu_cxx::new_allocator<std::_List_node<product> >::construct<product, product const&>(product*, product const&) [141]
[54]     0.0    0.00    0.00       4         operator new(unsigned long, void*) [54]
-----------------------------------------------
                0.00    0.00       1/3           supplier::add_product() [127]
                0.00    0.00       1/3           product_file_to_list() [102]
                0.00    0.00       1/3           void __gnu_cxx::new_allocator<std::_List_node<product> >::destroy<product>(product*) [139]
[55]     0.0    0.00    0.00       3         product::~product() [55]
-----------------------------------------------
                0.00    0.00       1/3           transaction::generate_bill(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, int, int) [113]
                0.00    0.00       1/3           Admin::top_three_product() [119]
                0.00    0.00       1/3           transaction_file_to_list() [108]
[56]     0.0    0.00    0.00       3         std::__cxx11::list<transaction, std::allocator<transaction> >::empty() const [56]
-----------------------------------------------
                0.00    0.00       1/3           customer::login_customer() [125]
                0.00    0.00       1/3           customer::register_customer() [126]
                0.00    0.00       1/3           customer_list_to_file() [105]
[57]     0.0    0.00    0.00       3         std::__cxx11::list<customer, std::allocator<customer> >::empty() const [57]
-----------------------------------------------
                0.00    0.00       1/3           customer::login_customer() [125]
                0.00    0.00       1/3           customer::register_customer() [126]
                0.00    0.00       1/3           customer_list_to_file() [105]
[58]     0.0    0.00    0.00       3         std::__cxx11::list<customer, std::allocator<customer> >::begin() [58]
                0.00    0.00       3/7           std::_List_iterator<customer>::_List_iterator(std::__detail::_List_node_base*) [23]
-----------------------------------------------
                0.00    0.00       1/3           supplier::login_supplier() [128]
                0.00    0.00       1/3           supplier::register_supplier() [130]
                0.00    0.00       1/3           supplier_list_to_file() [107]
[59]     0.0    0.00    0.00       3         std::__cxx11::list<supplier, std::allocator<supplier> >::begin() [59]
                0.00    0.00       3/8           std::_List_iterator<supplier>::_List_iterator(std::__detail::_List_node_base*) [19]
-----------------------------------------------
                0.00    0.00       1/3           transaction::generate_bill(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, int, int) [113]
                0.00    0.00       2/3           transaction_list_to_file() [109]
[60]     0.0    0.00    0.00       3         std::operator!=(std::_List_iterator<transaction> const&, std::_List_iterator<transaction> const&) [60]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[61]     0.0    0.00    0.00       2         admin_corner() [61]
                0.00    0.00       2/23          std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [9]
                0.00    0.00       1/1           Admin::top_three_product() [119]
-----------------------------------------------
                0.00    0.00       1/2           __gthread_mutex_lock(pthread_mutex_t*) [111]
                0.00    0.00       1/2           __gthread_mutex_unlock(pthread_mutex_t*) [112]
[62]     0.0    0.00    0.00       2         __gthread_active_p() [62]
-----------------------------------------------
                0.00    0.00       1/2           customer::place_order() [124]
                0.00    0.00       1/2           void __gnu_cxx::new_allocator<std::_List_node<transaction> >::destroy<transaction>(transaction*) [133]
[63]     0.0    0.00    0.00       2         transaction::~transaction() [63]
-----------------------------------------------
                0.00    0.00       1/2           customer::register_customer() [126]
                0.00    0.00       1/2           supplier::register_supplier() [130]
[64]     0.0    0.00    0.00       2         validations::check_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [64]
-----------------------------------------------
                0.00    0.00       2/2           supplier::add_product() [127]
[65]     0.0    0.00    0.00       2         validations::check_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [65]
-----------------------------------------------
                0.00    0.00       1/2           customer::register_customer() [126]
                0.00    0.00       1/2           supplier::register_supplier() [130]
[66]     0.0    0.00    0.00       2         validations::check_address(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [66]
-----------------------------------------------
                0.00    0.00       1/2           customer::place_order() [124]
                0.00    0.00       1/2           Admin::top_three_product() [119]
[67]     0.0    0.00    0.00       2         product::get_product_id() [67]
-----------------------------------------------
                0.00    0.00       2/2           Admin::top_three_product() [119]
[68]     0.0    0.00    0.00       2         product::get_units_sold() [68]
-----------------------------------------------
                0.00    0.00       2/2           customer::place_order() [124]
[69]     0.0    0.00    0.00       2         product::get_no_of_units() [69]
-----------------------------------------------
                0.00    0.00       1/2           customer::place_order() [124]
                0.00    0.00       1/2           Admin::top_three_product() [119]
[70]     0.0    0.00    0.00       2         product::get_product_name[abi:cxx11]() [70]
-----------------------------------------------
                0.00    0.00       1/2           customer::place_order() [124]
                0.00    0.00       1/2           Admin::top_three_product() [119]
[71]     0.0    0.00    0.00       2         product::get_cost() [71]
-----------------------------------------------
                0.00    0.00       1/2           supplier::add_product() [127]
                0.00    0.00       1/2           product_file_to_list() [102]
[72]     0.0    0.00    0.00       2         product::product() [72]
-----------------------------------------------
                0.00    0.00       2/2           customer::login_customer() [125]
[73]     0.0    0.00    0.00       2         customer::get_customer_id() [73]
-----------------------------------------------
                0.00    0.00       2/2           customer::login_customer() [125]
[74]     0.0    0.00    0.00       2         customer::get_customer_name[abi:cxx11]() [74]
-----------------------------------------------
                0.00    0.00       1/2           customer_list_to_file() [105]
                0.00    0.00       1/2           void __gnu_cxx::new_allocator<std::_List_node<customer> >::construct<customer, customer const&>(customer*, customer const&) [147]
[75]     0.0    0.00    0.00       2         customer::customer(customer const&) [75]
-----------------------------------------------
                0.00    0.00       2/2           supplier::login_supplier() [128]
[76]     0.0    0.00    0.00       2         supplier::get_supplier_name[abi:cxx11]() [76]
-----------------------------------------------
                0.00    0.00       2/2           std::_List_node<transaction>::_M_valptr() [81]
[77]     0.0    0.00    0.00       2         __gnu_cxx::__aligned_membuf<transaction>::_M_ptr() [77]
                0.00    0.00       2/2           __gnu_cxx::__aligned_membuf<transaction>::_M_addr() [78]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::__aligned_membuf<transaction>::_M_ptr() [77]
[78]     0.0    0.00    0.00       2         __gnu_cxx::__aligned_membuf<transaction>::_M_addr() [78]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::stol(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [91]
[79]     0.0    0.00    0.00       2         long __gnu_cxx::__stoa<long, long, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [79]
                0.00    0.00       2/2           __gnu_cxx::__stoa<long, long, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [97]
                0.00    0.00       2/2           __gnu_cxx::__stoa<long, long, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, false>) [96]
                0.00    0.00       2/2           __gnu_cxx::__stoa<long, long, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [98]
-----------------------------------------------
                0.00    0.00       2/2           std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [82]
[80]     0.0    0.00    0.00       2         std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [80]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_clear() [235]
                0.00    0.00       1/2           std::_List_node<transaction>* std::__cxx11::list<transaction, std::allocator<transaction> >::_M_create_node<transaction const&>(transaction const&) [262]
[81]     0.0    0.00    0.00       2         std::_List_node<transaction>::_M_valptr() [81]
                0.00    0.00       2/2           __gnu_cxx::__aligned_membuf<transaction>::_M_ptr() [77]
-----------------------------------------------
                0.00    0.00       2/2           std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [92]
[82]     0.0    0.00    0.00       2         std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [82]
                0.00    0.00       2/2           std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [80]
-----------------------------------------------
                0.00    0.00       1/2           Admin::top_three_product() [119]
                0.00    0.00       1/2           product_list_to_file() [103]
[83]     0.0    0.00    0.00       2         std::_List_iterator<product>::operator++(int) [83]
-----------------------------------------------
                0.00    0.00       1/2           std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [178]
                0.00    0.00       1/2           std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [201]
[84]     0.0    0.00    0.00       2         std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [84]
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [93]
-----------------------------------------------
                0.00    0.00       1/2           std::thread::joinable() const [162]
                0.00    0.00       1/2           std::thread::thread<int (customer::*)(), customer*&, void>(int (customer::*&&)(), customer*&) [228]
[85]     0.0    0.00    0.00       2         std::thread::id::id() [85]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_clear() [235]
                0.00    0.00       1/2           std::_List_node<transaction>* std::__cxx11::list<transaction, std::allocator<transaction> >::_M_create_node<transaction const&>(transaction const&) [262]
[86]     0.0    0.00    0.00       2         std::__cxx11::_List_base<transaction, std::allocator<transaction> >::_M_get_Node_allocator() [86]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<product, std::allocator<product> >::_M_clear() [243]
                0.00    0.00       1/2           std::_List_node<product>* std::__cxx11::list<product, std::allocator<product> >::_M_create_node<product const&>(product const&) [266]
[87]     0.0    0.00    0.00       2         std::__cxx11::_List_base<product, std::allocator<product> >::_M_get_Node_allocator() [87]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_clear() [251]
                0.00    0.00       1/2           std::_List_node<customer>* std::__cxx11::list<customer, std::allocator<customer> >::_M_create_node<customer const&>(customer const&) [272]
[88]     0.0    0.00    0.00       2         std::__cxx11::_List_base<customer, std::allocator<customer> >::_M_get_Node_allocator() [88]
-----------------------------------------------
                0.00    0.00       1/2           std::__cxx11::_List_base<supplier, std::allocator<supplier> >::_M_clear() [259]
                0.00    0.00       1/2           std::_List_node<supplier>* std::__cxx11::list<supplier, std::allocator<supplier> >::_M_create_node<supplier const&>(supplier const&) [276]
[89]     0.0    0.00    0.00       2         std::__cxx11::_List_base<supplier, std::allocator<supplier> >::_M_get_Node_allocator() [89]
-----------------------------------------------
                0.00    0.00       1/2           transaction::generate_bill(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, int, int) [113]
                0.00    0.00       1/2           transaction_list_to_file() [109]
[90]     0.0    0.00    0.00       2         std::__cxx11::list<transaction, std::allocator<transaction> >::begin() [90]
                0.00    0.00       2/6           std::_List_iterator<transaction>::_List_iterator(std::__detail::_List_node_base*) [33]
-----------------------------------------------
                0.00    0.00       1/2           customer::register_customer() [126]
                0.00    0.00       1/2           supplier::register_supplier() [130]
[91]     0.0    0.00    0.00       2         std::__cxx11::stol(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [91]
                0.00    0.00       2/2           long __gnu_cxx::__stoa<long, long, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [79]
-----------------------------------------------
                0.00    0.00       2/2           std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [93]
[92]     0.0    0.00    0.00       2         std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [92]
                0.00    0.00       2/2           std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [82]
-----------------------------------------------
                0.00    0.00       2/2           std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [84]
[93]     0.0    0.00    0.00       2         std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [93]
                0.00    0.00       2/2           std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [92]
-----------------------------------------------
                0.00    0.00       2/2           int std::thread::_Invoker<std::tuple<int (customer::*)(), customer*> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [226]
[94]     0.0    0.00    0.00       2         std::remove_reference<std::tuple<int (customer::*)(), customer*>&>::type&& std::move<std::tuple<int (customer::*)(), customer*>&>(std::tuple<int (customer::*)(), customer*>&) [94]
-----------------------------------------------
